identifier,srp,srr,srz,replicate,protocol,organism,sample type,cell type,clone_individual,strain,genotype,construct,baseline_control_expt,treatment type,treatment,times,timecourse,library prep,spike in,notes,experimentally not usable,curator 1,curator 2,published,bibtex,author,year,last author,doi,single_paired,rcomp,other data,atac seq,rna seq,chip seq,three d,other seq,sample_id,sample_name,genetic_id,expt_id,raw_read_depth,raw_read_length,trim_read_depth,duplication_picard,single_map,multi_map,map_prop,rseqc_tags,rseqc_cds,cds_rpk,rseqc_five_utr,rseqc_three_utr,rseqc_intron,intron_rpk,exint_ratio,distinct_tenmillion_prop,genome_prop_cov,avg_fold_cov,samp_qc_score,samp_data_score
Wang2014rna,SRP014688,SRR531825,SRR531825,rep1,GRO-seq,H. sapiens,cell line,B cell,individual GM12750,,,,baseline,no treatment,,,False,ligation,None,"paper repeatedly states that two pro-seq libraries were prepped, one in each lab, but the only full experiment list I could fine from GEO based on the inferred SRP says there are two GRO-seq libaries and one PRO-seq one.",False,Joe,Jacob,True,Wang2014rna,Wang,2014,Cheung,10.1016/j.celrep.2014.01.037,single,False,True,False,True,False,False,True,1681,SRR531825,770,384,219020490,100,169436074,0.601968,128606486,22600673,0.8924,132656459,6171752,160.31,17095818,7011431,81689713,60.77,2.6379792660852392,0.74327495,0.2363155260530105,3.701860343830733,2,1
Wang2014rna,SRP014688,SRR531824,SRR531824,rep1,GRO-seq,H. sapiens,cell line,B cell,individual GM12004,,,,baseline,no treatment,,,False,ligation,None,"paper repeatedly states that two pro-seq libraries were prepped, one in each lab, but the only full experiment list I could fine from GEO based on the inferred SRP says there are two GRO-seq libaries and one PRO-seq one.",False,Joe,Jacob,True,Wang2014rna,Wang,2014,Cheung,10.1016/j.celrep.2014.01.037,single,False,True,False,True,False,False,True,1680,SRR531824,769,384,202924727,100,161512749,0.556622,112095980,33604681,0.9020999999999999,128651759,6594035,171.28,26382409,5945920,69102430,51.4,3.332295719844358,0.69527655,0.24145116598898914,4.812620473120303,2,2
Chu2018chromatin,SRP155663,SRR7616133,SRR7616133,rep1,other,H. sapiens,cell line,Jurkat T cell,,,,,baseline,no treatment,,,False,ligation,None,chromatin run-on and sequencing (ChRO-seq),False,Joe,Jessica,True,Chu2018,Chu,2018,Danko,10.1038/s41588-018-0244-3,single,True,False,False,False,False,False,False,2311,SRR7616133,872,627,37740511,76,24937150,0.499306,20676498,1541600,0.8909999999999999,19328095,1617314,42.01,2801215,982499,10981688,8.17,5.141982864137087,0.62500075,0.09970790557247024,0.4034816681478171,1,3
Chu2018chromatin,SRP155663,SRR7616134,SRR7616134,rep2,other,H. sapiens,cell line,Jurkat T cell,,,,,baseline,no treatment,,,False,ligation,None,chromatin run-on and sequencing (ChRO-seq),False,Joe,Jessica,True,Chu2018,Chu,2018,Danko,10.1038/s41588-018-0244-3,single,True,False,False,False,False,False,False,2312,SRR7616134,872,627,49841170,76,41698800,0.466058,24171957,2645451,0.6431,23550239,1996838,51.87,4874215,1355631,11725375,8.72,5.948394495412844,0.6404481,0.12229273215249671,0.5864806187542414,1,3
Chu2018chromatin,SRP155663,SRR7616135,SRR7616135,rep1,other,H. sapiens,cell line,Jurkat T cell,,,,,baseline,no treatment,,,False,ligation,None,length-extension run-on (leChRO-seq),False,Joe,Jessica,True,Chu2018,Chu,2018,Danko,10.1038/s41588-018-0244-3,single,False,False,False,False,False,False,False,2313,SRR7616135,872,627,44350118,76,40109251,0.274858,22221914,2591665,0.6186,21883326,1379075,35.82,1373399,1240644,15058642,11.2,3.198214285714286,0.85541175,0.15316837653847687,0.4866200409075963,1,2
Chu2018chromatin,SRP155663,SRR7616132,SRR7616132,rep1,PRO-seq,H. sapiens,cell line,Jurkat T cell,,,,,baseline,no treatment,,,False,ligation,None,,False,Joe,Jessica,True,Chu2018,Chu,2018,Danko,10.1038/s41588-018-0244-3,single,True,False,False,False,False,False,False,2310,SRR7616132,872,626,39041683,76,25162239,0.291587,20628835,1655906,0.8856,19455406,1350513,35.08,2048788,1032490,12051414,8.96,3.9151785714285707,0.77916125,0.13626797263899762,0.4339320029923285,1,2
Steinparzer2019transcriptional,SRP191474,SRR8867622,SRR8867622,rep1,PRO-seq,H. sapiens,cell line,HCT116,,,Cdk8 F97G,,experimental,vehicle;treatment,PBS;3MB-PP1(10 microM),"-45,0,min;-45,0,min",False,not noted in GEO or publication,None,This paper says it has GRO-seq and tons of other data too but it's not showing up in the GEO database except small snippets separately? I don't know what they did https://www.ncbi.nlm.nih.gov/biosample?Db=biosample&DbFrom=bioproject&Cmd=Link&LinkName=bioproject_biosample&LinkReadableName=BioSample&ordinalpos=1&IdsFromResult=542065,False,Joe,Rutendo,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2661,SRR8867622,801,671,100047579,76,99490631,0.712256,53456301,40186947,0.9412,84926465,3447116,89.54,33291651,3153228,31048215,23.1,3.876190476190476,0.4768564,0.2101059085785718,5.968347203117908,3,2
Steinparzer2019transcriptional,SRP191474,SRR8867623,SRR8867623,rep2,PRO-seq,H. sapiens,cell line,HCT116,,,Cdk8 F97G,,experimental,vehicle;treatment,PBS;3MB-PP1(10 microM),"-45,0,min;-45,0,min",False,not noted in GEO or publication,None,,False,Joe,Rutendo,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2662,SRR8867623,801,671,110010294,76,109281974,0.681879,62434588,40499244,0.9419,92205545,3739903,97.14,33846941,3500424,34801822,25.89,3.7520278099652375,0.49699555,0.23452782299698113,6.172790533744014,3,2
Steinparzer2019transcriptional,SRP191474,SRR8867624,SRR8867624,rep1,PRO-seq,H. sapiens,cell line,HCT116,,,Cdk8 F97G,,experimental,vehicle;treatment,DMSO;IFN-gamma(10 ng/mL),"-45,0,min;-45,0,min",False,not noted in GEO or publication,None,,False,Joe,Rutendo,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2663,SRR8867624,801,671,106464778,76,105725809,0.686331,58536546,40588661,0.9376000000000001,89734998,3860660,100.28,33619055,3435050,33854805,25.18,3.982525814138205,0.49585645,0.22502182805347715,6.136133662648218,3,2
Steinparzer2019transcriptional,SRP191474,SRR8867625,SRR8867625,rep2,PRO-seq,H. sapiens,cell line,HCT116,,,Cdk8 F97G,,experimental,vehicle;treatment,DMSO;IFN-gamma(10 ng/mL),"-45,0,min;-45,0,min",False,not noted in GEO or publication,None,,False,Joe,Rutendo,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2664,SRR8867625,801,671,121597528,76,121035164,0.703701,61324140,52093510,0.9370999999999999,103084322,4044254,105.05,41951066,3600138,35728947,26.58,3.95221971407073,0.45599135,0.230599918399703,7.530322694663192,3,2
Steinparzer2019transcriptional,SRP191474,SRR8867626,SRR8867626,rep1,PRO-seq,H. sapiens,cell line,HCT116,,,Cdk8 F97G,,experimental,treatment;treatment,3MB-PP1(10 microM);IFN-gamma(10 ng/mL),"-45,0,min;-45,0,min",False,not noted in GEO or publication,None,,False,Joe,Rutendo,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2665,SRR8867626,801,671,123559107,76,122770814,0.685106,66030043,48765664,0.935,103363416,3848870,99.97,39561957,3690443,37901286,28.19,3.5462930117062785,0.48401615,0.24353912719266232,7.229429647654058,3,2
Steinparzer2019transcriptional,SRP191474,SRR8867627,SRR8867627,rep2,PRO-seq,H. sapiens,cell line,HCT116,,,Cdk8 F97G,,experimental,treatment;treatment,3MB-PP1(10 microM);IFN-gamma(10 ng/mL),"-45,0,min;-45,0,min",False,not noted in GEO or publication,None,,False,Joe,Rutendo,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2666,SRR8867627,801,671,129675823,76,128996393,0.71056,70279198,50983814,0.94,108976801,4332531,112.54,42146674,3916645,39208170,29.17,3.8580733630442237,0.47338505,0.24123181534683386,7.605710082188315,3,2
Steinparzer2019transcriptional,SRP191474,SRR8867628,SRR8867628,rep1,PRO-seq,H. sapiens,cell line,HCT116,,,,,control,vehicle;vehicle,DMSO;PBS,"-45,0,min;-45,0,min",False,not noted in GEO or publication,None,,False,Joe,Rutendo,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2667,SRR8867628,798,671,108016702,76,105447678,0.70635,63962085,33581544,0.925,86753588,4171369,108.35,28219461,3448984,34914046,25.97,4.172121678860223,0.52233015,0.21578654084182808,5.366286013248515,3,2
Steinparzer2019transcriptional,SRP191474,SRR8867629,SRR8867629,rep2,PRO-seq,H. sapiens,cell line,HCT116,,,,,control,vehicle;vehicle,DMSO;PBS,"-45,0,min;-45,0,min",False,not noted in GEO or publication,None,,False,Joe,Rutendo,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2668,SRR8867629,798,671,82224720,76,78896465,0.729043,40771103,29733645,0.8936,62739627,2321454,60.3,23218364,2113911,23021179,17.12,3.5221962616822426,0.44767095,0.17766295180470446,4.3463607961609085,3,2
Steinparzer2019transcriptional,SRP191474,SRR8867630,SRR8867630,rep1,PRO-seq,H. sapiens,cell line,HCT116,,,,,experimental,vehicle;treatment,PBS;3MB-PP1(10 microM),"-45,0,min;-45,0,min",False,not noted in GEO or publication,None,,False,Joe,Rutendo,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2669,SRR8867630,798,671,71879554,76,71403009,0.638764,41879489,24109544,0.9242,58909797,2687920,69.82,20018636,2261635,23372173,17.39,4.014951121334099,0.5232021,0.19765710365212638,3.751016928838353,2,2
Steinparzer2019transcriptional,SRP191474,SRR8867631,SRR8867631,rep2,PRO-seq,H. sapiens,cell line,HCT116,,,,,experimental,vehicle;treatment,PBS;3MB-PP1(10 microM),"-45,0,min;-45,0,min",False,not noted in GEO or publication,None,,False,Joe,Rutendo,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2670,SRR8867631,798,671,102791111,76,100645585,0.662469,62835512,30737993,0.9297,82866526,3748066,97.35,26236749,3384880,34207676,25.45,3.8251473477406677,0.5403819,0.23286388851740022,5.014970405447108,3,2
Steinparzer2019transcriptional,SRP191474,SRR8867633,SRR8867633,rep1,PRO-seq,H. sapiens,cell line,HCT116,,,,,experimental,vehicle;treatment,DMSO;IFN-gamma(10 ng/mL),"-45,0,min;-45,0,min",False,not noted in GEO or publication,None,,False,Joe,Rutendo,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2672,SRR8867633,798,671,98210340,76,96850818,0.683095,59413558,30843283,0.9319,80156257,3880133,100.79,26623308,3152623,31725848,23.6,4.270762711864407,0.52084515,0.21698265459982022,4.951398682442821,3,2
Steinparzer2019transcriptional,SRP191474,SRR8867634,SRR8867634,rep2,PRO-seq,H. sapiens,cell line,HCT116,,,,,experimental,treatment;treatment,3MB-PP1(10 microM);IFN-gamma(10 ng/mL),"-45,0,min;-45,0,min",False,not noted in GEO or publication,None,,False,Joe,Rutendo,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2673,SRR8867634,798,671,102180245,76,100492389,0.656629,60585275,33174931,0.9329999999999999,84003976,3827546,99.42,27799912,3229957,34513923,25.67,3.873003506038177,0.5396737,0.2301100826118997,5.262315684864044,3,2
Steinparzer2019transcriptional,SRP191474,SRR8867635,SRR8867635,rep1,PRO-seq,H. sapiens,cell line,HCT116,,,,,experimental,treatment;treatment,3MB-PP1(10 microM);IFN-gamma(10 ng/mL),"-45,0,min;-45,0,min",False,not noted in GEO or publication,None,,False,Joe,Rutendo,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2674,SRR8867635,798,671,112539759,76,110768801,0.690941,67365926,35776331,0.9311,91502340,4228772,109.84,30228820,3536377,36447277,27.11,4.0516414607156035,0.5224084,0.23100121810430746,5.715695006396973,3,2
Steinparzer2019transcriptional,SRP191474,SRR8867636,SRR8867636,rep2,PRO-seq,H. sapiens,cell line,HCT116,,,Cdk8 F97G,,control,vehicle;vehicle,DMSO;PBS,"-45,0,min;-45,0,min",False,not noted in GEO or publication,None,,False,Joe,Rutendo,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2675,SRR8867636,801,671,107548782,76,105928927,0.667355,57839618,39394368,0.9179,87268085,3488838,90.62,31671647,3434842,32938603,24.5,3.698775510204082,0.49573,0.231943557134191,5.8994541271496255,3,2
Steinparzer2019transcriptional,SRP191474,SRR8867637,SRR8867637,rep1,PRO-seq,H. sapiens,cell line,HCT116,,,Cdk8 F97G,,control,vehicle;vehicle,DMSO;PBS,"-45,0,min;-45,0,min",False,not noted in GEO or publication,None,,False,Joe,Rutendo,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2676,SRR8867637,801,671,100704271,76,98568836,0.675046,54440889,35731243,0.9148000000000001,80165654,3207634,83.32,28860738,3007388,29893869,22.24,3.7464028776978417,0.48534825,0.22372545695166776,5.376387733948934,3,2
Steinparzer2019transcriptional,SRP191474,SRR8867632,SRR8867632,rep2,PRO-seq,H. sapiens,cell line,HCT116,,,,,experimental,vehicle;treatment,DMSO;IFN-gamma(10 ng/mL),"-45,0,min;-45,0,min",False,not noted in GEO or publication,None,,False,Joe,Rutendo,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2671,SRR8867632,798,671,116673241,76,113965857,0.712428,70942526,34955868,0.9292,94543455,4415782,114.7,29187907,3797163,40256118,29.95,3.8297161936560937,0.5434526,0.22485840913145577,5.7167861958094965,3,2
Steinparzer2019transcriptional,SRP197255,SRR9032561,SRR9032561,rep2,GRO-seq,M. musculus,cell line,MEF,,C57BL/6,,,control,no treatment,,,False,random primed,None,,False,Lynn,,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2744,SRR9032561,1150,677,166276617,76,165190033,0.747297,105836604,12494028,0.7162999999999999,104482268,5555490,149.98,4229501,13192298,53607612,48.62,3.0847387906211434,0.4844926,0.19572749482012114,3.9301126414486864,3,2
Steinparzer2019transcriptional,SRP197255,SRR9032562,SRR9032562,rep1,GRO-seq,M. musculus,cell line,MEF,,C57BL/6,,,control,no treatment,,,False,random primed,None,,False,Lynn,,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2745,SRR9032562,1150,677,78721060,151,78413343,0.766573,27299045,1070541,0.3618,26469132,1481851,40.01,1088563,3606459,11816352,10.72,3.7322761194029845,0.3728786,0.11495316476913427,1.5193858389564947,3,3
Steinparzer2019transcriptional,SRP197255,SRR9032553,SRR9032553,rep2,GRO-seq,M. musculus,cell line,MEF,,C57BL/6,,,experimental,treatment;treatment,cortistatin A(100 nM);IFN-gamma(10 ng/mL),"-90,-30,min;-30,0,min",False,random primed,None,,False,Lynn,,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2738,SRR9032553,1150,677,85053845,76,84964889,0.756307,49369052,6663443,0.6595,49479250,2800566,75.61,2248668,6645903,22836835,20.71,3.6508932882665377,0.38337605,0.12235570786634818,1.912620385146689,3,2
Steinparzer2019transcriptional,SRP197255,SRR9032554,SRR9032554,rep1,GRO-seq,M. musculus,cell line,MEF,,C57BL/6,,,experimental,treatment;treatment,cortistatin A(100 nM);IFN-gamma(10 ng/mL),"-90,-30,min;-30,0,min",False,random primed,None,,False,Lynn,,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2739,SRR9032554,1150,677,84363904,151,84086227,0.734924,45152999,1799114,0.5584,44719860,2531304,68.34,2054242,6114965,18935330,17.17,3.98019801980198,0.39115105,0.14415219445598182,2.5308334663190233,3,2
Steinparzer2019transcriptional,SRP197255,SRR9032555,SRR9032555,rep2,GRO-seq,M. musculus,cell line,MEF,,C57BL/6,,,experimental,treatment,cortistatin A(100 nM),"-60,0,min",False,random primed,None,,False,Lynn,,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2740,SRR9032555,1150,677,100695589,76,100068570,0.693816,62353110,7734367,0.7004,61630861,3352610,90.51,2521690,8085228,30984181,28.1,3.2209964412811387,0.46236855,0.16236939911335435,2.341684803761973,3,2
Steinparzer2019transcriptional,SRP197255,SRR9032556,SRR9032556,rep1,GRO-seq,M. musculus,cell line,MEF,,C57BL/6,,,experimental,treatment,cortistatin A(100 nM),"-60,0,min",False,random primed,None,,False,Lynn,,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2741,SRR9032556,1150,677,90278625,151,90092436,0.779013,36161781,1508742,0.4181,36110203,2315419,62.51,1046532,5212591,13945685,12.65,4.941501976284584,0.3282274,0.1215630525609585,2.0695461606428034,3,2
Steinparzer2019transcriptional,SRP197255,SRR9032557,SRR9032557,rep2,GRO-seq,M. musculus,cell line,MEF,,C57BL/6,,,experimental,vehicle;treatment,DMSO;IFN-gamma(10 ng/mL),"-90,-30,min;-30,0,min",False,random primed,None,,False,Lynn,,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2742,SRR9032557,1150,677,109842949,76,109190685,0.670217,69666019,7975916,0.7111,68348028,3867105,104.4,2983293,8602946,35172928,31.9,3.272727272727273,0.5027499,0.1782716309257221,2.567949285916564,3,2
Steinparzer2019transcriptional,SRP197255,SRR9032558,SRR9032558,rep1,GRO-seq,M. musculus,cell line,MEF,,C57BL/6,,,experimental,vehicle;treatment,DMSO;IFN-gamma(10 ng/mL),"-90,-30,min;-30,0,min",False,random primed,None,,False,Lynn,,True,Steinparzer2019,Steinparzer,2019,Kovarik,10.1016/j.molcel.2019.07.034,single,True,True,False,True,False,False,False,2743,SRR9032558,1150,677,84018655,151,83787359,0.611752,50632625,2034163,0.6286,48759497,2658774,71.78,1986604,6493960,24364239,22.1,3.2479638009049774,0.5314746,0.19474432672502331,2.7944234277021,2,2
Soccio2015genetic,SRP051500,SRR1732573,SRR1732573,rep1,GRO-seq,M. musculus,tissue,epididymal white adipose tissue,,C57BL/6,,,baseline,treatment,low fat diet,"-28,0,day",False,not noted in GEO or publication,None,Mice fed Research Diets D12450B for 4 weeks before tissue isolation,False,Jacob,Rutendo,True,Soccio2015genetic,Soccio,2015,Lazar,10.1016/j.cell.2015.06.025,single,False,True,False,True,True,False,False,1126,SRR1732573,1239,457,134737853,50,66901211,0.746116,19255676,4095196,0.349,19519141,1039468,28.06,1297230,1871667,11502624,10.43,2.6903163950143814,0.41556965,0.06043767985424277,0.46510295582329314,3,4
Ngoc2017human,SRP093742,SRR5034773,SRR5034773,rep1,GRO-seq,H. sapiens,cell line,MCF7,,,,,experimental,no treatment,,,False,ligation,None,5'GRO-seq without RNA fragmentation,False,Marko,Joe,True,Ngoc2017human,Vo Ngoc,2017,Kadonaga,10.1101/gad.293837.116,single,False,False,False,False,False,False,False,1548,SRR5034773,892,530,20221904,75,20150474,0.736174,15225081,2262414,0.8678,13889338,675809,17.55,4490889,1564133,4146860,3.08,5.6980519480519485,0.3087908,0.04865452733259118,0.4978412737832661,3,4
Ngoc2017human,SRP093742,SRR5034774,SRR5034774,rep1,GRO-seq,H. sapiens,cell line,MCF7,,,,,experimental,no treatment,,,False,ligation,None,5'GRO-seq with RNA fragmentation,False,Marko,Joe,True,Ngoc2017human,Vo Ngoc,2017,Kadonaga,10.1101/gad.293837.116,single,False,False,False,False,False,False,False,1549,SRR5034774,892,530,28889815,75,28646781,0.633538,22966167,2213845,0.879,20716583,1035162,26.89,4574263,1122944,9815812,7.3,3.6835616438356165,0.48625475,0.09841153737395918,0.6518099106150862,2,3
Ngoc2017human,SRP093742,SRR5150535,SRR5150535,rep1,GRO-seq,H. sapiens,cell line,MCF7,,,,,control,no treatment,,,False,ligation,None,GRO-seq control sample; Small RNA Library Prep Set (New England Biolabs) was used for final library preparation with modifications as described in Hetzel et al. 2016,False,Marko,Joe,True,Ngoc2017human,Vo Ngoc,2017,Kadonaga,10.1101/gad.293837.116,single,False,False,False,False,False,False,False,1602,SRR5150535,892,530,8344103,75,8256611,0.295401,5940416,1472739,0.8978,6535598,266032,6.91,1197535,346038,3747642,2.79,2.4767025089605736,0.66921092,0.06575713305863536,0.26563650671724953,4,4
